4800523440316,Tomi Super Sweet Corn,Stateline Snack Food Corporation,25.00,/sdcard/ImageAndroid/Tomi_Super_Sweet_Corn.jpg,
4800047860706,Isopropyl Alcohol 40% Solution 500 mL,Green Cross Incorporated,42.00,/sdcard/ImageAndroid/10007937.png,
